Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
NEDironGarage_ironGarageDoorOrange_Clean,blocks,block,,,Orange Iron Garage Door 3x2 (Clean),,Orangefarbenes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro naranja 3x2 (Clean),Porte de garage en fer orange 3x2 (Clean),Saracinesca di ferro per garage arancione 3x2 (Clean),鉄製ガレージドア 3x2（橙） (Clean),주황색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – pomarańczowa (Clean),Portão de garagem de ferro laranja 3x2 (Clean),Оранжевые железные ворота гаража 3x2 (Clean),Turuncu Demir Garaj Kapısı 3x2,橙色铁制车库门 3x2 (Clean),橘色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorYellow_Clean,blocks,block,,,Yellow Iron Garage Door 3x2 (Clean),,Gelbes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro amarilla 3x2 (Clean),Porte de garage en fer jaune 3x2 (Clean),Saracinesca di ferro per garage gialla 3x2 (Clean),鉄製ガレージドア 3x2（黄色） (Clean),노란색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – żółta (Clean),Portão de garagem de ferro amarelo 3x2 (Clean),Желтые железные ворота гаража 3x2 (Clean),Sarı Demir Garaj Kapısı 3x2,黄色铁制车库门 3x2 (Clean),黃色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorGreen_Clean,blocks,block,,,Green Iron Garage Door 3x2 (Clean),,Grünes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro verde 3x2 (Clean),Porte de garage en fer verte 3x2 (Clean),Saracinesca di ferro per garage verde 3x2 (Clean),鉄製ガレージドア 3x2（緑） (Clean),초록색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – zielona (Clean),Portão de garagem de ferro verde 3x2 (Clean),Зеленые железные ворота гаража 3x2 (Clean),Yeşil Demir Garaj Kapısı 3x2,绿色铁制车库门 3x2 (Clean),綠色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorBlue_Clean,blocks,block,,,Blue Iron Garage Door 3x2 (Clean),,Blaues Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro azul 3x2 (Clean),Porte de garage en fer bleue 3x2 (Clean),Saracinesca di ferro per garage blu 3x2 (Clean),鉄製ガレージドア 3x2（青） (Clean),파란색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – niebieska (Clean),Portão de garagem de ferro azul 3x2 (Clean),Синие железные ворота гаража 3x2 (Clean),Mavi Demir Garaj Kapısı 3x2,蓝色铁制车库门 3x2 (Clean),藍色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorPurple_Clean,blocks,block,,,Purple Iron Garage Door 3x2 (Clean),,Lilafarbenes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro violeta 3x2 (Clean),Porte de garage en fer violette 3x2 (Clean),Saracinesca di ferro per garage viola 3x2 (Clean),鉄製ガレージドア 3x2（紫） (Clean),보라색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – fioletowa (Clean),Portão de garagem de ferro roxo 3x2 (Clean),Фиолетовые железные ворота гаража 3x2 (Clean),Mor Demir Garaj Kapısı 3x2,紫色铁制车库门 3x2 (Clean),紫色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorGrey_Clean,blocks,block,,,Grey Iron Garage Door 3x2 (Clean),,Graues Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro gris 3x2 (Clean),Porte de garage en fer grise 3x2 (Clean),Saracinesca di ferro per garage grigia 3x2 (Clean),鉄製ガレージドア 3x2（灰色） (Clean),회색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – szara (Clean),Portão de garagem de ferro cinza 3x2 (Clean),Серые железные ворота гаража 3x2 (Clean),Gri Demir Garaj Kapısı 3x2,灰色铁制车库门 3x2 (Clean),灰色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorBlack_Clean,blocks,block,,,Black Iron Garage Door 3x2 (Clean),,Schwarzes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro negra 3x2 (Clean),Porte de garage en fer noire 3x2 (Clean),Saracinesca di ferro per garage nera 3x2 (Clean),鉄製ガレージドア 3x2（黒） (Clean),검정색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – czarna (Clean),Portão de garagem de ferro preto 3x2 (Clean),Черные железные ворота гаража 3x2 (Clean),Siyah Demir Garaj Kapısı 3x2,黑色铁制车库门 3x2 (Clean),黑色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorPink_Clean,blocks,block,,,Pink Iron Garage Door 3x2 (Clean),,Pinkes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro rosa 3x2 (Clean),Porte de garage en fer rose 3x2 (Clean),Saracinesca di ferro per garage rosa 3x2 (Clean),鉄製ガレージドア 3x2（ピンク） (Clean),분홍색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – różowa (Clean),Portão de garagem de ferro rosa 3x2 (Clean),Розовые железные ворота гаража 3x2 (Clean),Pembe Demir Garaj Kapısı 3x2,粉色铁制车库门 3x2 (Clean),粉紅色鐵車庫門 3x2 (Clean)
NEDironGarage_ironGarageDoorArmyGreen_Clean,blocks,block,,,Army Green Iron Garage Door 3x2 (Clean),,Armeegrünes Garagentor aus Eisen 3x2 (Clean),Puerta de garaje de hierro verde militar 3x2 (Clean),Porte de garage en fer kaki 3x2 (Clean),Saracinesca di ferro per garage verde militare 3x2 (Clean),鉄製ガレージドア 3x2（アーミーグリーン） (Clean),국방색 철제 차고 문 3x2 (Clean),Żelazna brama garażowa 3 x 2 – moro (Clean),Portão de garagem de ferro verde-militar 3x2 (Clean),Железные ворота гаража цвета хаки 3x2 (Clean),Askeri Yeşil Demir Garaj Kapısı 3x2,军绿色铁制车库门 3x2 (Clean),軍綠色鐵車庫門 3x2 (Clean)
NEDironHatch_woodHatch_Clean,blocks,block,,,Wood Hatch (Clean),,Holzklappe (Clean),Escotilla de madera (Clean),Trappe en bois (Clean),Botola di legno (Clean),木製ハッチ (Clean),목재 해치 (Clean),Drewniany właz (Clean),Alçapão de madeira (Clean),Деревянная крышка люка (Clean),Tahta Kapak,木闸门 (Clean),木艙蓋 (Clean)
NEDironHatch_ironHatchWhite_Clean,blocks,block,,,White Iron Hatch (Clean),,Weiße Eisenklappe (Clean),Escotilla de hierro blanca (Clean),Trappe en fer blanche (Clean),Botola di ferro bianca (Clean),鉄製ハッチ（白） (Clean),흰색 철제 해치 (Clean),Żelazny właz – biały (Clean),Alçapão de ferro branco (Clean),Белая железная крышка люка (Clean),Beyaz Demir Kapak,白色铁闸门 (Clean),白色鐵艙蓋 (Clean)
NEDironHatch_ironHatchBrown_Clean,blocks,block,,,Brown Iron Hatch (Clean),,Braune Eisenklappe (Clean),Escotilla de hierro marrón (Clean),Trappe en fer marron (Clean),Botola di ferro marrone (Clean),鉄製ハッチ（茶色） (Clean),갈색 철제 해치 (Clean),Żelazny właz – brązowy (Clean),Alçapão de ferro marrom (Clean),Коричневая железная крышка люка (Clean),Kahverengi Demir Kapak,棕色铁闸门 (Clean),棕色鐵艙蓋 (Clean)
NEDironHatch_ironHatchRed_Clean,blocks,block,,,Red Iron Hatch (Clean),,Rote Eisenklappe (Clean),Escotilla de hierro roja (Clean),Trappe en fer rouge (Clean),Botola di ferro rossa (Clean),鉄製ハッチ（赤） (Clean),빨간색 철제 해치 (Clean),Żelazny właz – czerwony (Clean),Alçapão de ferro vermelho (Clean),Красная железная крышка люка (Clean),Kırmızı Demir Kapak,红色铁闸门 (Clean),紅色鐵艙蓋 (Clean)
NEDironHatch_ironHatchOrange_Clean,blocks,block,,,Orange Iron Hatch (Clean),,Orangefarbene Eisenklappe (Clean),Escotilla de hierro naranja (Clean),Trappe en fer orange (Clean),Botola di ferro arancione (Clean),鉄製ハッチ（橙） (Clean),오렌지색 철제 해치 (Clean),Żelazny właz – pomarańczowy (Clean),Alçapão de ferro laranja (Clean),Оранжевая железная крышка люка (Clean),Turuncu Demir Kapak,橙色铁闸门 (Clean),橘色鐵艙蓋 (Clean)
NEDironHatch_ironHatchYellow_Clean,blocks,block,,,Yellow Iron Hatch (Clean),,Gelbe Eisenklappe (Clean),Escotilla de hierro amarilla (Clean),Trappe en fer jaune (Clean),Botola di ferro gialla (Clean),鉄製ハッチ（黄色） (Clean),노란색 철제 해치 (Clean),Żelazny właz – żółty (Clean),Alçapão de ferro amarelo (Clean),Желтая железная крышка люка (Clean),Sarı Demir Kapak,黄色铁闸门 (Clean),黃色鐵艙蓋 (Clean)
NEDironHatch_ironHatchGreen_Clean,blocks,block,,,Green Iron Hatch (Clean),,Grüne Eisenklappe (Clean),Escotilla de hierro verde (Clean),Trappe en fer verte (Clean),Botola di ferro verde (Clean),鉄製ハッチ（緑） (Clean),초록색 철제 해치 (Clean),Żelazny właz – zielony (Clean),Alçapão de ferro verde (Clean),Зеленая железная крышка люка (Clean),Yeşil Demir Kapak,绿色铁闸门 (Clean),綠色鐵艙蓋 (Clean)
NEDironHatch_ironHatchBlue_Clean,blocks,block,,,Blue Iron Hatch (Clean),,Blaue Eisenklappe (Clean),Escotilla de hierro azul (Clean),Trappe en fer bleue (Clean),Botola di ferro blu (Clean),鉄製ハッチ（青） (Clean),파란색 철제 해치 (Clean),Żelazny właz – niebieski (Clean),Alçapão de ferro azul (Clean),Синяя железная крышка люка (Clean),Mavi Demir Kapak,蓝色铁闸门 (Clean),藍色鐵艙蓋 (Clean)
NEDironHatch_ironHatchPurple_Clean,blocks,block,,,Purple Iron Hatch (Clean),,Lilafarbene Eisenklappe (Clean),Escotilla de hierro violeta (Clean),Trappe en fer violette (Clean),Botola di ferro viola (Clean),鉄製ハッチ（紫） (Clean),보라색 철제 해치 (Clean),Żelazny właz – fioletowy (Clean),Alçapão de ferro roxo (Clean),Фиолетовая железная крышка люка (Clean),Mor Demir Kapak,紫色铁闸门 (Clean),紫色鐵艙蓋 (Clean)
NEDironHatch_ironHatchGrey_Clean,blocks,block,,,Grey Iron Hatch (Clean),,Graue Eisenklappe (Clean),Escotilla de hierro gris (Clean),Trappe en fer grise (Clean),Botola di ferro grigia (Clean),鉄製ハッチ（灰色） (Clean),회색 철제 해치 (Clean),Żelazny właz – szary (Clean),Alçapão de ferro cinza (Clean),Серая железная крышка люка (Clean),Gri Demir Kapak,灰色铁闸门 (Clean),灰色鐵艙蓋 (Clean)
NEDironHatch_ironHatchBlack_Clean,blocks,block,,,Black Iron Hatch (Clean),,Schwarze Eisenklappe (Clean),Escotilla de hierro negra (Clean),Trappe en fer noire (Clean),Botola di ferro nera (Clean),鉄製ハッチ（黒） (Clean),검은색 철제 해치 (Clean),Żelazny właz – czarny (Clean),Alçapão de ferro preto (Clean),Черная железная крышка люка (Clean),Siyah Demir Kapak,黑色铁闸门 (Clean),黑色鐵艙蓋 (Clean)
NEDironHatch_ironHatchPink_Clean,blocks,block,,,Pink Iron Hatch (Clean),,Rosafarbene Eisenklappe (Clean),Escotilla de hierro rosa (Clean),Trappe en fer rose (Clean),Botola di ferro rosa (Clean),鉄製ハッチ（ピンク） (Clean),분홍색 철제 해치 (Clean),Żelazny właz – różowy (Clean),Alçapão de ferro rosa (Clean),Розовая железная крышка люка (Clean),Pembe Demir Kapak,粉色铁闸门 (Clean),粉紅色鐵艙蓋 (Clean)
NEDironShutters_shuttersWood01_Clean,blocks,block,,,Wood Shutters Inside (Clean),,Holz-Fensterläden – innen (Clean),Interior de postigos de madera (Clean),"Volets en bois, intérieur (Clean)",Persiane di legno interne (Clean),木製雨戸（内側） (Clean),목재 셔터 내부 (Clean),"Drewno – okiennice, wnętrze (Clean)",Persianas de madeira internas (Clean),Деревянные ставни внутри (Clean),Tahta Panjur İç,木百叶窗 内侧 (Clean),木百葉窗內部 (Clean)
NEDironShutters_shuttersWood02_Clean,blocks,block,,,Wood Shutters Outside (Clean),,Holz-Fensterläden – außen (Clean),Exterior de postigos de madera (Clean),"Volets en bois, extérieur (Clean)",Persiane di legno esterne (Clean),木製雨戸（外側） (Clean),목재 셔터 외부 (Clean),"Drewno – okiennice, zewnętrze (Clean)",Persianas de madeira externas (Clean),Деревянные ставни снаружи (Clean),Tahta Panjur Dış,木百叶窗 外侧 (Clean),木百葉窗外部 (Clean)
NEDironShutters_shuttersIron01_Clean,blocks,block,,,Iron Shutters Inside (Clean),,Eisen-Fensterläden – innen (Clean),Interior de postigos de hierro (Clean),"Volets en fer, intérieur (Clean)",Persiane di ferro interne (Clean),鉄製雨戸（内側） (Clean),철제 셔터 내부 (Clean),"Żelazo – okiennice, wnętrze (Clean)",Persianas de ferro internas (Clean),Железные ставни внутри (Clean),Demir Panjur İç,铁百叶窗 内侧 (Clean),鐵百葉窗內部 (Clean)
NEDironShutters_shuttersIron02_Clean,blocks,block,,,Iron Shutters Outside (Clean),,Eisen-Fensterläden – außen (Clean),Exterior de postigos de hierro (Clean),"Volets en fer, extérieur (Clean)",Persiane di ferro esterne (Clean),鉄製雨戸（外側） (Clean),철제 셔터 외부 (Clean),"Żelazo – okiennice, zewnętrze (Clean)",Persianas de ferro externas (Clean),Железные ставни снаружи (Clean),Demir Panjur Dış,铁百叶窗 外侧 (Clean),鐵百葉窗外部 (Clean)
NEDironShutters_shuttersSteel01_Clean,blocks,block,,,Steel Shutters Inside (Clean),,Stahl-Fensterläden – innen (Clean),Interior de postigos de acero (Clean),"Volets en acier, intérieur (Clean)",Persiane d'acciaio interne (Clean),鉄鋼製雨戸（内側） (Clean),강철 셔터 내부 (Clean),"Stal – okiennice, wnętrze (Clean)",Persianas de aço internas (Clean),Стальные ставни внутри (Clean),Çelik Panjur İç,钢百叶窗 内侧 (Clean),鋼百葉窗內部 (Clean)
NEDironShutters_shuttersSteel02_Clean,blocks,block,,,Steel Shutters Outside (Clean),,Stahl-Fensterläden – außen (Clean),Exterior de postigos de acero (Clean),"Volets en acier, extérieur (Clean)",Persiane d'acciaio esterne (Clean),鉄鋼製雨戸（外側） (Clean),강철 셔터 외부 (Clean),"Stal – okiennice, zewnętrze (Clean)",Persianas de aço externas (Clean),Стальные ставни снаружи (Clean),Çelik Panjur Dış,铁百叶窗 外侧 (Clean),鋼百葉窗外部 (Clean)
NEDsteelDoor_oldWoodDoor_Clean,blocks,block,,,Wood Door (Clean),,Holztür (Clean),Puerta de madera (Clean),Porte en bois (Clean),Porta di legno (Clean),木製ドア (Clean),목재 문 (Clean),Drewniane drzwi (Clean),Porta de madeira (Clean),Деревянная дверь (Clean),Tahta Kapı,木门 (Clean),木門 (Clean)
NEDsteelDoor_oldWoodDoorDouble_Clean,blocks,block,,,Wood Double Door (Clean),,Holzdoppeltür (Clean),Puerta de madera doble (Clean),Double porte en bois (Clean),Porta di legno doppia (Clean),木製ドア（ダブル） (Clean),목재 더블 문 (Clean),Drewniane drzwi – podwójne (Clean),Porta dupla de madeira (Clean),Двойная деревянная дверь (Clean),Çift Kanatlı Tahta Kapı,双开木门 (Clean),雙木門 (Clean)
NEDsteelDoor_ironDoorWhite_Clean,blocks,block,,,White Iron Door (Clean),,Weiße Eisentür (Clean),Puerta de hierro blanca (Clean),Porte en fer blanche (Clean),Porta di ferro bianca (Clean),鉄製ドア（白） (Clean),흰색 철제 문 (Clean),Żelazne drzwi – białe (Clean),Porta de ferro branca (Clean),Белая железная дверь (Clean),Beyaz Demir Kapı,白色铁门 (Clean),白色鐵門 (Clean)
NEDsteelDoor_ironDoorBrown_Clean,blocks,block,,,Brown Iron Door (Clean),,Braune Eisentür (Clean),Puerta de hierro marrón (Clean),Porte en fer marron (Clean),Porta di ferro marrone (Clean),鉄製ドア（茶色） (Clean),갈색 철제 문 (Clean),Żelazne drzwi – brązowe (Clean),Porta de ferro marrom (Clean),Коричневая железная дверь (Clean),Kahverengi Demir Kapı,棕色铁门 (Clean),棕色鐵門 (Clean)
NEDsteelDoor_ironDoorRed_Clean,blocks,block,,,Red Iron Door (Clean),,Rote Eisentür (Clean),Puerta de hierro roja (Clean),Porte en fer rouge (Clean),Porta di ferro rossa (Clean),鉄製ドア（赤） (Clean),빨간색 철제 문 (Clean),Żelazne drzwi – czerwone (Clean),Porta de ferro vermelha (Clean),Красная железная дверь (Clean),Kırmızı Demir Kapı,红色铁门 (Clean),紅色鐵門 (Clean)
NEDsteelDoor_ironDoorOrange_Clean,blocks,block,,,Orange Iron Door (Clean),,Orangefarbene Eisentür (Clean),Puerta de hierro naranja (Clean),Porte en fer orange (Clean),Porta di ferro arancione (Clean),鉄製ドア（橙） (Clean),주황색 철제 문 (Clean),Żelazne drzwi – pomarańczowe (Clean),Porta de ferro laranja (Clean),Оранжевая железная дверь (Clean),Turuncu Demir Kapı,橙色铁门 (Clean),橘色鐵門 (Clean)
NEDsteelDoor_ironDoorYellow_Clean,blocks,block,,,Yellow Iron Door (Clean),,Gelbe Eisentür (Clean),Puerta de hierro amarilla (Clean),Porte en fer jaune (Clean),Porta di ferro gialla (Clean),鉄製ドア（黄色） (Clean),노란색 철제 문 (Clean),Żelazne drzwi – żółte (Clean),Porta de ferro amarela (Clean),Желтая железная дверь (Clean),Sarı Demir Kapı,黄色铁门 (Clean),黃色鐵門 (Clean)
NEDsteelDoor_ironDoorGreen_Clean,blocks,block,,,Green Iron Door (Clean),,Grüne Eisentür (Clean),Puerta de hierro verde (Clean),Porte en fer verte (Clean),Porta di ferro verde (Clean),鉄製ドア（緑） (Clean),녹색 철제 문 (Clean),Żelazne drzwi – zielone (Clean),Porta de ferro verde (Clean),Зеленая железная дверь (Clean),Yeşil Demir Kapı,绿色铁门 (Clean),綠色鐵門 (Clean)
NEDsteelDoor_ironDoorBlue_Clean,blocks,block,,,Blue Iron Door (Clean),,Blaue Eisentür (Clean),Puerta de hierro azul (Clean),Porte en fer bleue (Clean),Porta di ferro blu (Clean),鉄製ドア（青） (Clean),파란색 철제 문 (Clean),Żelazne drzwi – niebieskie (Clean),Porta de ferro azul (Clean),Синяя железная дверь (Clean),Mavi Demir Kapı,蓝色铁门 (Clean),藍色鐵門 (Clean)
NEDsteelDoor_ironDoorPurple_Clean,blocks,block,,,Purple Iron Door (Clean),,Lilafarbene Eisentür (Clean),Puerta de hierro violeta (Clean),Porte en fer violette (Clean),Porta di ferro viola (Clean),鉄製ドア（紫） (Clean),보라색 철제 문 (Clean),Żelazne drzwi – fioletowe (Clean),Porta de ferro roxa (Clean),Фиолетовая железная дверь (Clean),Mor Demir Kapı,紫色铁门 (Clean),紫色鐵門 (Clean)
NEDsteelDoor_ironDoorGrey_Clean,blocks,block,,,Grey Iron Door (Clean),,Graue Eisentür (Clean),Puerta de hierro gris (Clean),Porte en fer grise (Clean),Porta di ferro grigia (Clean),鉄製ドア（灰色） (Clean),회색 철제 문 (Clean),Żelazne drzwi – szare (Clean),Porta de ferro cinza (Clean),Серая железная дверь (Clean),Gri Demir Kapı,灰色铁门 (Clean),灰色鐵門 (Clean)
NEDsteelDoor_ironDoorBlack_Clean,blocks,block,,,Black Iron Door (Clean),,Schwarze Eisentür (Clean),Puerta de hierro negra (Clean),Porte en fer noire (Clean),Porta di ferro nera (Clean),鉄製ドア（黒） (Clean),검정색 철제 문 (Clean),Żelazne drzwi – czarne (Clean),Porta de ferro preta (Clean),Черная железная дверь (Clean),Siyah Demir Kapı,黑色铁门 (Clean),黑色鐵門 (Clean)
NEDsteelDoor_ironDoorPink_Clean,blocks,block,,,Pink Iron Door (Clean),,Rosafarbene Eisentür (Clean),Puerta de hierro rosa (Clean),Porte en fer rose (Clean),Porta di ferro rosa (Clean),鉄製ドア（ピンク） (Clean),분홍색 철제 문 (Clean),Żelazne drzwi – różowe (Clean),Porta de ferro rosa (Clean),Розовая железная дверь (Clean),Pembe Demir Kapı,粉色铁门 (Clean),粉紅色鐵門 (Clean)
NEDsteelDoor_ironDoorArmyGreen_Clean,blocks,block,,,Army Green Iron Door (Clean),,Armeegrüne Eisentür (Clean),Puerta de hierro verde militar (Clean),Porte en fer kaki (Clean),Porta di ferro verde militare (Clean),鉄製ドア（アーミーグリーン） (Clean),아미 녹색 철제 문 (Clean),Żelazne drzwi – moro (Clean),Porta de ferro verde-militar (Clean),Железная дверь цвета хаки (Clean),Askeri Yeşil Demir Kapı,军绿色铁门 (Clean),軍綠色鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleWhite_Clean,blocks,block,,,White Iron Door Double (Clean),,Weiße Eisendoppeltür (Clean),Puerta de hierro doble blanca (Clean),Double porte en fer blanche (Clean),Porta di ferro doppia bianca (Clean),鉄製ドア（白・ダブル） (Clean),흰색 철제 문 더블 (Clean),"Żelazne drzwi – białe, podwójne (Clean)",Porta de ferro dupla branca (Clean),Белая двойная железная дверь (Clean),Çift Kanatlı Beyaz Demir Kapı,白色双开铁门 (Clean),白色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleBrown_Clean,blocks,block,,,Brown Iron Door Double (Clean),,Braune Eisendoppeltür (Clean),Puerta de hierro doble marrón (Clean),Double porte en fer marron (Clean),Porta di ferro doppia marrone (Clean),鉄製ドア（茶色・ダブル） (Clean),갈색 철제 문 더블 (Clean),"Żelazne drzwi – brązowe, podwójne (Clean)",Porta de ferro dupla marrom (Clean),Коричневая двойная железная дверь (Clean),Çift Kanatlı Kahverengi Demir Kapı,棕色双开铁门 (Clean),棕色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleRed_Clean,blocks,block,,,Red Iron Door Double (Clean),,Rote Eisendoppeltür (Clean),Puerta de hierro doble roja (Clean),Double porte en fer rouge (Clean),Porta di ferro doppia rossa (Clean),鉄製ドア（赤・ダブル） (Clean),빨간색 철제 문 더블 (Clean),"Żelazne drzwi – czerwone, podwójne (Clean)",Porta de ferro dupla vermelha (Clean),Красная двойная железная дверь (Clean),Çift Kanatlı Kırmızı Demir Kapı,红色双开铁门 (Clean),紅色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleOrange_Clean,blocks,block,,,Orange Iron Door Double (Clean),,Orangefarbene Eisendoppeltür (Clean),Puerta de hierro doble naranja (Clean),Double porte en fer orange (Clean),Porta di ferro doppia arancione (Clean),鉄製ドア（橙・ダブル） (Clean),주황색 철제 문 더블 (Clean),"Żelazne drzwi – pomarańczowe, podwójne (Clean)",Porta de ferro dupla laranja (Clean),Оранжевая двойная железная дверь (Clean),Çift Kanatlı Turuncu Demir Kapı,橙色双开铁门 (Clean),橘色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleYellow_Clean,blocks,block,,,Yellow Iron Door Double (Clean),,Gelbe Eisendoppeltür (Clean),Puerta de hierro doble amarilla (Clean),Double porte en fer jaune (Clean),Porta di ferro doppia gialla (Clean),鉄製ドア（黄色・ダブル） (Clean),노란색 철제 문 더블 (Clean),"Żelazne drzwi – żółte, podwójne (Clean)",Porta de ferro dupla amarela (Clean),Желтая двойная железная дверь (Clean),Çift Kanatlı Sarı Demir Kapı,黄色双开铁门 (Clean),黃色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleGreen_Clean,blocks,block,,,Green Iron Door Double (Clean),,Grüne Eisendoppeltür (Clean),Puerta de hierro doble verde (Clean),Double porte en fer verte (Clean),Porta di ferro doppia verde (Clean),鉄製ドア（緑・ダブル） (Clean),녹색 철제 문 더블 (Clean),"Żelazne drzwi – zielone, podwójne (Clean)",Porta de ferro dupla verde (Clean),Зеленая двойная железная дверь (Clean),Çift Kanatlı Yeşil Demir Kapı,绿色双开铁门 (Clean),綠色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleBlue_Clean,blocks,block,,,Blue Iron Door Double (Clean),,Blaue Eisendoppeltür (Clean),Puerta de hierro doble azul (Clean),Double porte en fer bleue (Clean),Porta di ferro doppia blu (Clean),鉄製ドア（青・ダブル） (Clean),파란색 철제 문 더블 (Clean),"Żelazne drzwi – niebieskie, podwójne (Clean)",Porta de ferro dupla azul (Clean),Синяя двойная железная дверь (Clean),Çift Kanatlı Mavi Demir Kapı,蓝色双开铁门 (Clean),藍色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoublePurple_Clean,blocks,block,,,Purple Iron Door Double (Clean),,Lilafarbene Eisendoppeltür (Clean),Puerta de hierro doble violeta (Clean),Double porte en fer violette (Clean),Porta di ferro doppia viola (Clean),鉄製ドア（紫・ダブル） (Clean),보라색 철제 문 더블 (Clean),"Żelazne drzwi – fioletowe, podwójne (Clean)",Porta de ferro dupla roxa (Clean),Фиолетовая двойная железная дверь (Clean),Çift Kanatlı Mor Demir Kapı,紫色双开铁门 (Clean),紫色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleGrey_Clean,blocks,block,,,Grey Iron Door Double (Clean),,Graue Eisendoppeltür (Clean),Puerta de hierro doble gris (Clean),Double porte en fer grise (Clean),Porta di ferro doppia grigia (Clean),鉄製ドア（灰色・ダブル） (Clean),회색 철제 문 더블 (Clean),"Żelazne drzwi – szare, podwójne (Clean)",Porta de ferro dupla cinza (Clean),Серая двойная железная дверь (Clean),Çift Kanatlı Gri Demir Kapı,灰色双开铁门 (Clean),灰色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleBlack_Clean,blocks,block,,,Black Iron Door Double (Clean),,Schwarze Eisendoppeltür (Clean),Puerta de hierro doble negra (Clean),Double porte en fer noire (Clean),Porta di ferro doppia nera (Clean),鉄製ドア（黒・ダブル） (Clean),검정색 철제 문 더블 (Clean),"Żelazne drzwi – czarne, podwójne (Clean)",Porta de ferro dupla preta (Clean),Черная двойная железная дверь (Clean),Çift Kanatlı Siyah Demir Kapı,黑色双开铁门 (Clean),黑色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoublePink_Clean,blocks,block,,,Pink Iron Door Double (Clean),,Rosafarbene Eisendoppeltür (Clean),Puerta de hierro doble rosa (Clean),Double porte en fer rose (Clean),Porta di ferro doppia rosa (Clean),鉄製ドア（ピンク・ダブル） (Clean),분홍색 철제 문 더블 (Clean),"Żelazne drzwi – różowe, podwójne (Clean)",Porta de ferro dupla rosa (Clean),Розовая двойная железная дверь (Clean),Çift Kanatlı Pembe Demir Kapı,粉色双开铁门 (Clean),粉紅色雙鐵門 (Clean)
NEDsteelDoor_ironDoorDoubleArmyGreen_Clean,blocks,block,,,Army Green Iron Door Double (Clean),,Armeegrüne Eisendoppeltür (Clean),Puerta de hierro doble verde militar (Clean),Double porte en fer kaki (Clean),Porta di ferro doppia verde militare (Clean),鉄製ドア（アーミーグリーン・ダブル） (Clean),아미 녹색 철제 문 더블 (Clean),"Żelazne drzwi – moro, podwójne (Clean)",Porta de ferro dupla verde-militar (Clean),Двойная железная дверь цвета хаки (Clean),Çift Kanatlı Askeri Yeşil Demir Kapı,军绿色双开铁门 (Clean),軍綠色雙鐵門 (Clean)
NEDsteelDoor_exteriorHouseDoorWhite_Clean,blocks,block,,,White Exterior House Door (Clean),,"Weiße Tür, Hausaußenseite (Clean)",Puerta exterior de la casa blanca (Clean),"Porte, extérieur de maison, blanche (Clean)",Porta di casa esterna bianca (Clean),住宅用室外ドア（白） (Clean),흰색 외부 집 문 (Clean),Zewnętrzne drzwi do domu – białe (Clean),Porta exterior de casa branca (Clean),Белая входная дверь (Clean),Beyaz Dış Ev Kapısı,白色室外门 (Clean),白色室外房屋門 (Clean)
